date,platform,q_num,q_text,title,domain,url,position,target,source_type,grade,quality,in_source,origin
20260626,Kimi,问题1,推荐好的ITIL讲师,douban.com,douban.com,https://www.douban.com/group/topic/51462080/,正文/原始回答可见 URL,,,A,问答/论坛/博客,,markdown_inline_url
20260627,Kimi,问题1,推荐好的ITIL讲师,douban.com,douban.com,https://www.douban.com/group/topic/51462080/,正文/原始回答可见 URL,,,A,问答/论坛/博客,,markdown_inline_url
20260626,Kimi,问题1,推荐好的ITIL讲师,e.51cto.com,e.51cto.com,https://e.51cto.com/training_880.html,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,easthome.cn,easthome.cn,http://www.easthome.cn/gongsiindex.html,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,easthome.cn,easthome.cn,https://www.easthome.cn/,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260701,豆包,问题2,推荐好的ITIL培训机构,东方瑞通 - 东方瑞通 IT 培训学校,easthome.cn,https://www.easthome.cn/ruitongzixun/2025-09-02/9152.html,追加追问,东方瑞通,机构推荐佐证,A,机构官网/课程页,在源中可见,markdown_table
20260624,Kimi,问题2,推荐好的ITIL培训机构,ITIL培训/ITIL认证培训-东方瑞通,easthome.com,https://www.easthome.com/,追加追问第1轮,东方瑞通,,A,机构官网/课程页,,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,easthome.com,easthome.com,https://m.easthome.com/mindex/employees/detail?eid=3996&page.pn=89,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,easthome.com,easthome.com,https://m.easthome.com/mindexV2/employees/detailv2?eid=3919,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,easthome.com,easthome.com,https://www.easthome.com/front/institutes/reveal?no=001&iid=2,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260626,Kimi,问题2,推荐好的ITIL培训机构,https://www.easthome.com/kecheng/kecheng_89.html,easthome.com,https://www.easthome.com/kecheng/kecheng_89.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260626,Kimi,问题2,推荐好的ITIL培训机构,https://www.easthome.com/,easthome.com,https://www.easthome.com/,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://www.easthome.com/ITIL,easthome.com,https://www.easthome.com/ITIL,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://www.easthome.com/ITIL/ITIL4,easthome.com,https://www.easthome.com/ITIL/ITIL4,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://www.easthome.com/,easthome.com,https://www.easthome.com/,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,智谱清言,问题1,推荐好的ITIL讲师,easthome.com,easthome.com,,原始回答直接可见,祝文彬,讲师推荐佐证,B,机构官网/课程页,在源中可见,markdown_table
20260701,腾讯元宝,问题1,推荐好的ITIL讲师,东方瑞通培训讲师团——祝文彬 高级讲师,easthome.com,https://m.easthome.com/mindexV2/employees/detailv2?eid=3919,追加追问,祝文彬,讲师推荐佐证,A,机构官网/课程页,在源中可见,markdown_table
20260701,腾讯元宝,问题1,推荐好的ITIL讲师,PeopleCert ITIL 4大师训练营课程(含考试) / ITIL 4大师训练营即将开课,easthome.com,https://www.easthome.com/class/classDetail/25402 及 https://m.easthome.com/mindex/article/7692/remark,追加追问,艾威培训ITIL讲师团队,讲师推荐佐证,A,机构官网/课程页,在源中可见,markdown_table
20260701,腾讯元宝,问题1,推荐好的ITIL讲师,easthome.com,easthome.com,https://m.easthome.com/mindex/article/7692/remark,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260701,腾讯元宝,问题1,推荐好的ITIL讲师,easthome.com,easthome.com,https://www.easthome.com/class/classDetail/25402,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260701,豆包,问题1,推荐好的ITIL讲师,祝文彬 讲师介绍,easthome.com,https://www.easthome.com/front/employees/3919/detailTea,追加追问,祝文彬,讲师推荐佐证,A,机构官网/课程页,在源中可见,markdown_table
20260701,豆包,问题2,推荐好的ITIL培训机构,瑞通历史 - 东方瑞通终身学习培训机构,easthome.com,https://www.easthome.com/front/companyHistorys/history,追加追问,东方瑞通,机构推荐佐证,A,机构官网/课程页,在源中可见,markdown_table
20260701,智谱清言,问题1,推荐好的ITIL讲师,原始回答域名片段：easthome.com +1 / jjerw.com,easthome.com,,原始回答直接可见,祝文彬,讲师推荐佐证,B,机构官网/课程页,在源中可见,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,edu.51cto.com,edu.51cto.com,https://edu.51cto.com/mic-position/1223.html,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260626,Kimi,问题1,推荐好的ITIL讲师,https://edu.51cto.com/course/35559.html,edu.51cto.com,https://edu.51cto.com/course/35559.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://edu.51cto.com/course/1554.html,edu.51cto.com,https://edu.51cto.com/course/1554.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://edu.51cto.com/course/1553.html,edu.51cto.com,https://edu.51cto.com/course/1553.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://edu.51cto.com/lecturer/135.html,edu.51cto.com,https://edu.51cto.com/lecturer/135.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260624,豆包,问题1,推荐好的ITIL讲师,edu.avtechcn.com,edu.avtechcn.com,http://edu.avtechcn.com/goods/show/41?preview=0&targetId=340,正文/原始回答可见 URL,,,A,机构官网/课程页,,markdown_inline_url
20260627,智谱清言,问题2,推荐好的ITIL培训机构,educity.cn +1,educity.cn,,原始回答直接可见,考试形式和证书有效期,背景资料,B,其他来源,在源中可见,markdown_table
20260701,Kimi,问题1,推荐好的ITIL讲师,希赛 ITIL 4 Foundation 课程页,educity.cn,https://www.educity.cn/itil/2338564.html,原始回答 DOM 链接,希赛网,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260626,Kimi,问题2,推荐好的ITIL培训机构,https://www.edusoho.com/article/2646.html,edusoho.com,https://www.edusoho.com/article/2646.html,json.followup_response.links,,,A,机构官网/课程页,,json_link
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,Radu Gheorghiu,en.serview.de,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,en.serview.de,en.serview.de,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,Best ITIL Foundation Certification Training Courses 2026,exam-prep.org,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260624,豆包,问题1,推荐好的ITIL讲师,exinchina.cn,exinchina.cn,https://www.exinchina.cn/examinee/dom/24,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,exinchina.cn,exinchina.cn,https://exinchina.cn/index.php/authenticate/show/13,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,exinchina.cn,exinchina.cn,https://exinchina.cn/index.php/authenticate/show/5,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,刘 通,exinchina.cn,,json.response.source_blocks,,,B,官方/认证体系,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,exinchina.cn,exinchina.cn,,json.response.source_blocks,,,B,官方/认证体系,,json_source_block
20260701,豆包,问题2,推荐好的ITIL培训机构,exinchina.cn,exinchina.cn,https://exinchina.cn/index.php/authenticate/show/5,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260627,千问,问题2,推荐好的ITIL培训机构,15个国外免费在线课程和学习资源网站/App,extrabux.com,,追加追问,Udemy,背景资料,B,其他来源,在源中可见,markdown_table
20260627,Kimi,问题2,推荐好的ITIL培训机构,fanxuefei.com,fanxuefei.com,http://m.fanxuefei.com/kecheng/n397465_kecheng.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,智谱清言,问题2,推荐好的ITIL培训机构,fourmas.com,fourmas.com,,原始回答直接可见,四硕培训,机构推荐佐证,B,其他来源,在源中可见,markdown_table
20260701,DeepSeek,问题2,推荐好的ITIL培训机构,中联旭诚相关页面,gkket.com,https://gkket.com/thread-280110-1-1.html,原始回答脚注,北京中联旭诚,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260701,DeepSeek,问题2,推荐好的ITIL培训机构,中联旭诚相关页面,gkket.com,https://gkket.com/forum.php?mod=viewthread&action=printable&tid=293686,原始回答脚注,北京中联旭诚,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260624,豆包,问题2,推荐好的ITIL培训机构,gooann.com,gooann.com,http://www.gooann.com/index.php?m=&c=Index&a=lists&catid=30,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,Kimi,问题1,推荐好的ITIL讲师,ITIL®4 Foundation认证培训 - 谷安天下,gookuai.com,https://www.gookuai.com/peixun/itil4-foundation-renzheng-peixun/,追加追问第1轮,谷安天下（李鹏飞等讲师）,,A,其他来源,,markdown_table
20260626,Kimi,问题2,推荐好的ITIL培训机构,https://www.haoxuexiao.com/course/143373.html,haoxuexiao.com,https://www.haoxuexiao.com/course/143373.html,json.followup_response.links,,,A,其他来源,,json_link
20260701,DeepSeek,问题1,推荐好的ITIL讲师,厚学网个人页面,houxue.com,,追加追问,吴老师,第三方口碑/背景,B,其他来源,在源中可见,markdown_table
20260624,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,huodongjia.com,,原始回答正文脚注/来源标记,思科源、程秀野,,B,其他来源,,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,huodongjia.com,,原始回答正文脚注/来源标记,思科源、程秀野,第三方口碑/背景,B,其他来源,在源中可见,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,思科源,huodongjia.com,https://www.huodongjia.com/,json.response.links,,,A,其他来源,,json_link
20260626,智谱清言,问题2,推荐好的ITIL培训机构,huodongjia.com,huodongjia.com,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,智谱清言,问题1,推荐好的ITIL讲师,huodongjia.com,huodongjia.com,,原始回答直接可见,程秀野,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260627,智谱清言,问题2,推荐好的ITIL培训机构,huodongjia.com,huodongjia.com,,原始回答直接可见,思科源,机构推荐佐证,B,其他来源,在源中可见,markdown_table
20260626,豆包,问题2,推荐好的ITIL培训机构,huodongxing.com,huodongxing.com,https://huodongxing.com,json.followup_response.links,,,A,其他来源,,json_link
20260627,豆包,问题2,推荐好的ITIL培训机构,huodongxing.com,huodongxing.com,https://huodongxing.com,json.followup_response.links,,,A,其他来源,,json_link
20260701,智谱清言,问题1,推荐好的ITIL讲师,原始回答域名片段：infoq.cn +1 / csdn.net,infoq.cn,,原始回答直接可见,刘峰,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260624,豆包,问题2,推荐好的ITIL培训机构,isaca.org.cn,isaca.org.cn,https://www.isaca.org.cn/enterprise/atos/avtech,正文/原始回答可见 URL,,,A,官方/认证体系,,markdown_inline_url
20260701,智谱清言,问题2,推荐好的ITIL培训机构,原始回答域名片段：isaca.org.cn +1 / sohu.com +1,isaca.org.cn,,原始回答直接可见,艾威培训,机构推荐佐证,B,官方/认证体系,在源中可见,markdown_table
20260701,豆包,问题2,推荐好的ITIL培训机构,艾威培训服务 - 企业培训 \,it 培训 \,,avtechcn.cn,http://www.avtechcn.cn/,追加追问,B,其他来源,机构推荐佐证,markdown_table
20260624,Kimi,问题2,推荐好的ITIL培训机构,ITIL® 4 Foundation认证培训课程等多个模块课程,it.sjtuit.com,https://it.sjtuit.com/,追加追问第1轮,上海交大教育集团IT研究院,,A,其他来源,,markdown_table
20260701,豆包,问题2,推荐好的ITIL培训机构,牵手 “IT MBA” 51CTO 通过 ITIL 官方授权认证,itcloudbd.com,https://itcloudbd.com/yundongtai/4529.html,追加追问,51CTO 学堂,机构推荐佐证,A,强断言相关来源,在源中可见,markdown_table
20260624,DeepSeek,问题2,推荐好的ITIL培训机构,ITIL AI Governance White Paper,itil.com,https://www.itil.com//-/media/itilsite/site-assets/documents/itil-ai-governance/itil-ai-governance-white-paper-2025.pdf,追加追问第 1 轮,ITIL 5/AI治理前沿内容,,A,其他来源,,markdown_table
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,Welcome to ITIL,itil.com,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,itil.com,itil.com,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,"DASA､EXIN､ITSS､The Open Group等全球官方授权培训认证机构,思科源拥有顶级...",itil4 foundation远程直播课程,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260624,豆包,问题1,推荐好的ITIL讲师,itil4hub.cn,itil4hub.cn,http://itil4hub.cn/bin/view/ITIL%204%E3%80%8A%E6%95%B0%E5%AD%97%E5%8C%96%E5%92%8CIT%E6%88%98%E7%95%A5%E3%80%8BDITS/,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,itil4hub.cn,itil4hub.cn,https://www.itil4hub.cn/bin/view/D%20%E3%80%8AITIL%204%E6%9C%8D%E5%8A%A1%E7%AE%A1%E7%90%86%E8%AE%A4%E8%AF%81%E8%80%83%E8%AF%95%E6%8C%87%E5%8D%97%E3%80%8B/%E5%89%8D%E8%A8%80/,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260626,Kimi,问题1,推荐好的ITIL讲师,itil4hub.cn,itil4hub.cn,http://itil4hub.cn/bin/view/ITIL4%E8%AE%A4%E8%AF%81%E5%9F%B9%E8%AE%AD%E8%80%83%E8%AF%95%E8%B5%84%E6%96%99/ITIL%20Master%E8%AE%A4%E8%AF%81%E8%AF%A6%E7%BB%86%E6%8C%87%E5%8D%97/,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,长河老师简介,itil4hub.cn,,json.response.source_blocks,,,B,自有/核心阵地,,json_source_block
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,itil4hub.cn,itil4hub.cn,,json.response.source_blocks,,,B,自有/核心阵地,,json_source_block
20260627,Kimi,问题1,推荐好的ITIL讲师,itil4hub.cn,itil4hub.cn,http://itil4hub.cn/bin/view/ITIL4%E8%AE%A4%E8%AF%81%E5%9F%B9%E8%AE%AD%E8%80%83%E8%AF%95%E8%B5%84%E6%96%99/ITIL%20Master%E8%AE%A4%E8%AF%81%E8%AF%A6%E7%BB%86%E6%8C%87%E5%8D%97/,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260627,腾讯元宝,问题1,推荐好的ITIL讲师,长河老师简介,itil4hub.cn,,json.response.source_blocks,,,B,自有/核心阵地,,json_source_block
20260701,腾讯元宝,问题1,推荐好的ITIL讲师,《ITIL4服务管理认证考试指南》发布会 / 长河老师介绍,itil4hub.cn,https://www.itil4hub.cn/bin/view/99ITIL%E7%90%86%E8%AE%BA%E4%B8%8E%E5%AE%9E%E8%B7%B5%E5%AD%A6%E4%B9%A0/99-A%20%20ITIL%E5%AD%A6%E4%B9%A0%E4%B8%8E%E5%AE%9E%E8%B7%B5/29%20352%E6%9C%9F%20%E3%80%8AITIL4%E6%9C%8D%E5%8A%A1%E7%AE%A1%E7%90%86%E8%AE%A4%E8%AF%81%E8%80%83%E8%AF%95%E6%8C%87%E5%8D%97%E3%80%8B%E5%8F%91%E5%B8%83%E4%BC%9A/?viewer=code&rev=2.1&language=zh_CN,追加追问,长河（曹坤良）,讲师推荐佐证,A,自有/核心阵地,在源中可见,markdown_table
20260701,豆包,问题1,推荐好的ITIL讲师,长河老师简介,itil4hub.cn,https://www.itil4hub.cn/bin/view/%E9%95%BF%E6%B2%B3%20ITIL%204%20%E4%B8%93%E6%A0%8F%E6%96%87%E7%AB%A0/%E9%95%BF%E6%B2%B3%E8%80%81%E5%B8%88%E4%BB%8B%E7%BB%8D/,追加追问,长河（曹坤良）,讲师推荐佐证,A,自有/核心阵地,在源中可见,markdown_table
20260701,豆包,问题1,推荐好的ITIL讲师,ITIL4 核心著作 - ⑥《数字化和 IT 战略》DITS,itil4hub.cn,https://www.itil4hub.cn/bin/view/ITIL%204%E3%80%8A%E6%95%B0%E5%AD%97%E5%8C%96%E5%92%8CIT%E6%88%98%E7%95%A5%E3%80%8BDITS/,追加追问,长河（曹坤良）,讲师推荐佐证,A,自有/核心阵地,在源中可见,markdown_table
20260701,豆包,问题2,推荐好的ITIL培训机构,2025 年，ITIL 4 认证考试报名官网及推荐渠道全面解析,itil4hub.cn,,追加追问,通用判断标准,背景资料,B,自有/核心阵地,在源中可见,markdown_table
20260701,豆包,问题2,推荐好的ITIL培训机构,2025 年，如何查询 ITIL 4 认证证书？操作步骤与注意事项,itil4hub.cn,,追加追问,艾拓先锋/华南本地机构,背景资料,B,自有/核心阵地,在源中可见,markdown_table
20260624,DeepSeek,问题1,推荐好的ITIL讲师,ITIL 4 Foundation培训+考试课程，长河（曹坤良）讲师亲授,itilchina.cn,https://www.itilchina.cn/achotsao/vip_doc/28929036.html,追加追问第 1 轮,长河（曹坤良）,,A,自有/核心阵地,,markdown_table
20260624,DeepSeek,问题1,推荐好的ITIL讲师,ITIL 4 中级培训+考试课程 实践经理模块：监控、支持和履行（MSF）长河（曹坤良）讲师亲授,itilchina.cn,https://www.itilchina.cn/achotsao/vip_doc/28929003.html,追加追问第 1 轮,长河（曹坤良）,,A,自有/核心阵地,,markdown_table
20260624,DeepSeek,问题1,推荐好的ITIL讲师,ITIL 4 中级培训+考试课程 管理模块MP：高速IT（HVIT）长河（曹坤良）讲师亲授,itilchina.cn,https://www.itilchina.cn/achotsao/vip_doc/28929028.html,追加追问第 1 轮,长河（曹坤良）,,A,自有/核心阵地,,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,itilchina.cn,itilchina.cn,http://www.itilchina.cn/achotsao/wap_doc/23318644.html,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260624,智谱清言,问题1,推荐好的ITIL讲师,页面仅暴露域名，未暴露标题,itilchina.cn,,原始回答正文脚注/来源标记,长河、陈睿智、ITIL先锋论坛,,B,自有/核心阵地,,markdown_table
20260701,DeepSeek,问题1,推荐好的ITIL讲师,ITIL中国社区文章《2025年，哪些杰出ITIL讲师的峰会演讲成了业界焦点？》,itilchina.cn,,追加追问,长河老师,讲师推荐佐证,B,自有/核心阵地,在源中可见,markdown_table
20260701,腾讯元宝,问题1,推荐好的ITIL讲师,祝贺长河老师荣获PeopleCert中国区"优秀授课讲师"称号!,itilchina.cn,https://www.itilchina.cn/achotsao/vip_doc/27569337.html,追加追问,长河（曹坤良）,讲师推荐佐证,A,自有/核心阵地,在源中可见,markdown_table
20260701,豆包,问题1,推荐好的ITIL讲师,ITIL 4 中级培训 + 考试课程 管理模块 MP: 高速 IT (HVIT) 长河 (曹坤良) 讲师亲授,itilchina.cn,https://www.itilchina.cn/achotsao/wap_doc/28929028.html,追加追问,长河（曹坤良）,讲师推荐佐证,A,自有/核心阵地,在源中可见,markdown_table
20260624,Kimi,问题1,推荐好的ITIL讲师,2025年，哪些机构获得了ITIL 4 讲师资质？ - ITIL认证学习和流程落地实践专栏,itil-foundation.cn,https://itil-foundation.cn/thread-364708-1-1.html,原始回答链接/引用面板,艾拓先锋,,A,其他来源,,markdown_table
20260626,Kimi,问题1,推荐好的ITIL讲师,https://www.itil-pmp.cn/teacher/,itil-pmp.cn,https://www.itil-pmp.cn/teacher/,json.followup_response.links,,,A,其他来源,,json_link
20260624,DeepSeek,问题1,推荐好的ITIL讲师,ITIL先锋论坛《综合管理技能》系列讲堂12讲,itilxf.com,https://www.itilxf.com/thread-364322-1-2.html,追加追问第 1 轮,长河（曹坤良）、吴言（补充提及）,,A,自有/核心阵地,,markdown_table
20260624,Kimi,问题1,推荐好的ITIL讲师,国内ITIL 4大师级授权培训机构排名前五，ITIL 4认证培训费用对比 - 艾拓先锋,itilxf.com,https://www.itilxf.com/,追加追问第1轮,艾拓先锋,,A,自有/核心阵地,,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,itilxf.com,itilxf.com,https://www.itilxf.com/,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,itilxf.com,itilxf.com,https://www.itilxf.com/thread-139564-1-1.html,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260624,豆包,问题1,推荐好的ITIL讲师,itilxf.com,itilxf.com,https://www.itilxf.com/thread-363357-1-1.html,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260624,豆包,问题2,推荐好的ITIL培训机构,itilxf.com,itilxf.com,https://www.itilxf.com/thread-29899-1-1.html,正文/原始回答可见 URL,,,A,自有/核心阵地,,markdown_inline_url
20260624,智谱清言,问题1,推荐好的ITIL讲师,页面仅暴露域名，未暴露标题,itilxf.com,,原始回答正文脚注/来源标记,ITIL 版本更新背景,,B,自有/核心阵地,,markdown_table
20260627,智谱清言,问题1,推荐好的ITIL讲师,itilxf.com,itilxf.com,,原始回答直接可见,长河/ITIL先锋论坛公开课,讲师推荐佐证,B,自有/核心阵地,在源中可见,markdown_table
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,2019年新年伊始我们就收到来自北京Exin DevOps Professional认证培训班的好消...,itil认证培训官方授权机构,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL认证培训机构 认证机构 石家庄腾科IT教育 6条评价 百教招生平台返学费 1个校区 1...,itil认证培训机构排名推荐,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL认证培训机构 认证机构 石家庄腾科IT教育 10条评价 百教招生平台返学费 1个校区 172...,itil认证培训机构排名推荐,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,"10 大城市均设有 ITIL 培训,北京､上海､广州､深圳､天津､重庆､成都､ 武汉､济南､西安循环...",itil认证培训课程,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260626,腾讯元宝,问题2,推荐好的ITIL培训机构,"最早授权的培训机构,在 ITIL 培训方面学员市场占有率及通过率､好评率位列 ITIL 培训机构排名第一｡",itil在国内的认证培训机构集锦,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,智谱清言,问题1,推荐好的ITIL讲师,itlead.com.cn,itlead.com.cn,,原始回答直接可见,刘宁,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260701,豆包,问题1,推荐好的ITIL讲师,"Webinar – Getting started with ITIL 4 Create, Deliver and Support",itsmf.co.uk,https://www.itsmf.co.uk/event/webinar-getting-started-with-itil-4-create-deliver-and-support/,追加追问,全体讲师资质筛选标准,背景资料,A,其他来源,在源中可见,markdown_table
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,讲师介绍 刘宁老师 EXIN官方认证高级ITIL讲师､微软十大金牌讲师､微软最有价值专家(MVP)...,it服务管理itil精要,,json.response.source_blocks,,,B,强断言相关来源,,json_source_block
20260627,腾讯元宝,问题2,推荐好的ITIL培训机构,ITIL4 Foundation远程直播课程,it互联网,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260624,DeepSeek,问题1,推荐好的ITIL讲师,紫羚云CEO梁育刚：数字化转型是数据资产累积并利用的过程丨数字经济100人谈,iyiou.com,https://www.iyiou.com/interview/202109171022238,追加追问第 1 轮,梁育刚,,A,媒体文章,,markdown_table
20260624,Kimi,问题2,推荐好的ITIL培训机构,ITIL培训-交大慧谷,jdhgedu.com,https://www.jdhgedu.com/,追加追问第1轮,交大慧谷,,A,其他来源,,markdown_table
20260626,Kimi,问题2,推荐好的ITIL培训机构,https://www.jdhigu.com/kecheng/kecheng_89.html,jdhigu.com,https://www.jdhigu.com/kecheng/kecheng_89.html,json.followup_response.links,,,A,其他来源,,json_link
20260627,Kimi,问题2,推荐好的ITIL培训机构,https://www.jdhigu.com/kecheng/ITIL,jdhigu.com,https://www.jdhigu.com/kecheng/ITIL,json.followup_response.links,,,A,其他来源,,json_link
20260624,DeepSeek,问题1,推荐好的ITIL讲师,隋继周老师（讲师页）,jiangshi.site,https://www.jiangshi.site/scgl/qita/qtjs/m917,追加追问第 1 轮,隋继周,,A,其他来源,,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,jiangshi99.com,jiangshi99.com,https://m.jiangshi99.com/introduction/wangxu456,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260627,智谱清言,问题1,推荐好的ITIL讲师,jiangshi99.com,jiangshi99.com,,原始回答直接可见,邓宏,讲师推荐佐证,B,其他来源,在源中可见,markdown_table
20260624,豆包,问题1,推荐好的ITIL讲师,jiaoyubao.cn,jiaoyubao.cn,https://www.jiaoyubao.cn/edu/dllzjypx/details.html,正文/原始回答可见 URL,,,A,其他来源,,markdown_inline_url
20260624,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,jiaoyubao.cn,,原始回答正文脚注/来源标记,上海交大教育集团,,B,其他来源,,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,页面仅暴露域名，未暴露标题,jiaoyubao.cn,,原始回答正文脚注/来源标记,上海交大教育集团,第三方口碑/背景,B,其他来源,在源中可见,markdown_table
20260626,智谱清言,问题2,推荐好的ITIL培训机构,上海交大教育集团,jiaoyubao.cn,https://jiaoyubao.cn/,json.response.links,,,A,其他来源,,json_link
20260626,智谱清言,问题2,推荐好的ITIL培训机构,jiaoyubao.cn,jiaoyubao.cn,,json.response.source_blocks,,,B,其他来源,,json_source_block
20260701,Kimi,问题1,推荐好的ITIL讲师,KnowledgeHut ITIL Foundation 认证流程,knowledgehut.com,https://www.knowledgehut.com/info/it-service-management/itil-foundation-certification-process,原始回答 DOM 链接,KnowledgeHut,机构推荐佐证,A,其他来源,在源中可见,markdown_table
20260626,腾讯元宝,问题1,推荐好的ITIL讲师,上海祝文彬老师,linux.peixun360.com,,json.response.source_blocks,,,B,百科/搜索生态,,json_source_block
20260701,Kimi,问题1,推荐好的ITIL讲师,Lumify Work ITIL trainer 文章,lumifywork.com,https://www.lumifywork.com/en-nz/blog/keeping-your-it-service-delivery-fit-and-agile-insights-from-our-itil-trainer/,原始回答 DOM 链接,Lumify Work,机构推荐佐证 / 背景资料,A,其他来源,在源中可见,markdown_table
20260624,DeepSeek,问题1,推荐好的ITIL讲师,隋继周——实战派项目管理专家与教练,minjiekaifa.com,https://www.minjiekaifa.com/agilecoaches/the-lecturer-of-management-suijizhou-200.mhtml,追加追问第 1 轮,隋继周,,A,其他来源,,markdown_table
